action,landmark,plan_id,order,goal
open door to kitchen,True,22,15,Your task is to boil tin
go to kitchen,True,22,16,Your task is to boil tin
open door to outside,True,22,17,Your task is to boil tin
go to outside,True,22,18,Your task is to boil tin
open door to foundry,True,22,19,Your task is to boil tin
go to foundry,True,22,20,Your task is to boil tin
open door to outside,True,22,21,Your task is to boil tin
go to outside,True,22,22,Your task is to boil tin
open door to green house,True,22,23,Your task is to boil tin
go to green house,True,22,24,Your task is to boil tin
open door to hallway,True,22,25,Your task is to boil tin
go to hallway,True,22,26,Your task is to boil tin
open door to workshop,True,22,27,Your task is to boil tin
go to workshop,True,22,28,Your task is to boil tin
pick up substance in metal pot,False,22,29,Your task is to boil tin
open door to hallway,True,22,30,Your task is to boil tin
go to hallway,True,22,31,Your task is to boil tin
open door to kitchen,True,22,32,Your task is to boil tin
go to kitchen,True,22,33,Your task is to boil tin
focus on substance in inventory,True,22,34,Your task is to boil tin
move substance in inventory to metal pot,True,22,35,Your task is to boil tin
pick up metal pot,True,22,36,Your task is to boil tin
move metal pot to stove,True,22,37,Your task is to boil tin
activate stove,True,22,38,Your task is to boil tin
examine substance in metal pot,True,22,39,Your task is to boil tin
use thermometer in inventory on substance in metal pot,True,22,40,Your task is to boil tin
examine substance in metal pot,True,22,41,Your task is to boil tin
use thermometer in inventory on substance in metal pot,True,22,42,Your task is to boil tin
examine substance in metal pot,True,22,43,Your task is to boil tin
use thermometer in inventory on substance in metal pot,True,22,44,Your task is to boil tin
examine substance in metal pot,True,22,45,Your task is to boil tin
use thermometer in inventory on substance in metal pot,True,22,46,Your task is to boil tin
examine substance in metal pot,True,22,47,Your task is to boil tin
use thermometer in inventory on substance in metal pot,True,22,48,Your task is to boil tin
examine substance in metal pot,True,22,49,Your task is to boil tin
use thermometer in inventory on substance in metal pot,True,22,50,Your task is to boil tin
examine substance in metal pot,True,22,51,Your task is to boil tin
use thermometer in inventory on substance in metal pot,True,22,52,Your task is to boil tin
examine substance in metal pot,True,22,53,Your task is to boil tin
use thermometer in inventory on substance in metal pot,True,22,54,Your task is to boil tin
examine substance in metal pot,True,22,55,Your task is to boil tin
use thermometer in inventory on substance in metal pot,True,22,56,Your task is to boil tin
examine substance in metal pot,True,22,57,Your task is to boil tin
use thermometer in inventory on substance in metal pot,True,22,58,Your task is to boil tin
examine substance in metal pot,True,22,59,Your task is to boil tin
use thermometer in inventory on substance in metal pot,True,22,60,Your task is to boil tin
examine substance in metal pot,True,22,61,Your task is to boil tin
use thermometer in inventory on substance in metal pot,True,22,62,Your task is to boil tin
examine substance in metal pot,True,22,63,Your task is to boil tin
use thermometer in inventory on substance in metal pot,True,22,64,Your task is to boil tin
examine substance in metal pot,True,22,65,Your task is to boil tin
use thermometer in inventory on substance in metal pot,True,22,66,Your task is to boil tin
examine substance in metal pot,True,22,67,Your task is to boil tin
use thermometer in inventory on substance in metal pot,True,22,68,Your task is to boil tin
examine substance in metal pot,True,22,69,Your task is to boil tin
use thermometer in inventory on substance in metal pot,True,22,70,Your task is to boil tin
examine substance in metal pot,True,22,71,Your task is to boil tin
use thermometer in inventory on substance in metal pot,True,22,72,Your task is to boil tin
examine substance in metal pot,True,22,73,Your task is to boil tin
use thermometer in inventory on substance in metal pot,True,22,74,Your task is to boil tin
examine substance in metal pot,True,22,75,Your task is to boil tin
use thermometer in inventory on substance in metal pot,True,22,76,Your task is to boil tin
examine substance in metal pot,True,22,77,Your task is to boil tin
use thermometer in inventory on substance in metal pot,True,22,78,Your task is to boil tin
examine substance in metal pot,True,22,79,Your task is to boil tin
use thermometer in inventory on substance in metal pot,True,22,80,Your task is to boil tin
examine substance in metal pot,True,22,81,Your task is to boil tin
use thermometer in inventory on substance in metal pot,True,22,82,Your task is to boil tin
examine substance in metal pot,True,22,83,Your task is to boil tin
use thermometer in inventory on substance in metal pot,True,22,84,Your task is to boil tin
examine substance in metal pot,True,22,85,Your task is to boil tin
use thermometer in inventory on substance in metal pot,True,22,86,Your task is to boil tin
examine substance in metal pot,True,22,87,Your task is to boil tin
use thermometer in inventory on substance in metal pot,True,22,88,Your task is to boil tin
examine substance in metal pot,True,22,89,Your task is to boil tin
use thermometer in inventory on substance in metal pot,True,22,90,Your task is to boil tin
examine substance in metal pot,True,22,91,Your task is to boil tin
use thermometer in inventory on substance in metal pot,True,22,92,Your task is to boil tin
examine substance in metal pot,True,22,93,Your task is to boil tin
use thermometer in inventory on substance in metal pot,True,22,94,Your task is to boil tin
examine substance in metal pot,True,22,95,Your task is to boil tin
use thermometer in inventory on substance in metal pot,True,22,96,Your task is to boil tin
examine substance in metal pot,True,22,97,Your task is to boil tin
use thermometer in inventory on substance in metal pot,True,22,98,Your task is to boil tin
pick up metal pot,True,22,99,Your task is to boil tin
open door to outside,True,22,100,Your task is to boil tin
go to outside,True,22,101,Your task is to boil tin
open door to foundry,True,22,102,Your task is to boil tin
go to foundry,True,22,103,Your task is to boil tin
open blast furnace,True,22,104,Your task is to boil tin
move metal pot to blast furnace,True,22,105,Your task is to boil tin
activate blast furnace,True,22,106,Your task is to boil tin
examine substance in metal pot,True,22,107,Your task is to boil tin
use thermometer in inventory on liquid tin,True,22,108,Your task is to boil tin
examine liquid tin,True,22,109,Your task is to boil tin
use thermometer in inventory on liquid tin,True,22,110,Your task is to boil tin
examine liquid tin,True,22,111,Your task is to boil tin
use thermometer in inventory on liquid tin,True,22,112,Your task is to boil tin
examine liquid tin,True,22,113,Your task is to boil tin
use thermometer in inventory on liquid tin,True,22,114,Your task is to boil tin
examine liquid tin,True,22,115,Your task is to boil tin
use thermometer in inventory on liquid tin,True,22,116,Your task is to boil tin
examine liquid tin,True,22,117,Your task is to boil tin
use thermometer in inventory on liquid tin,True,22,118,Your task is to boil tin
examine liquid tin,True,22,119,Your task is to boil tin
use thermometer in inventory on liquid tin,True,22,120,Your task is to boil tin
examine liquid tin,True,22,121,Your task is to boil tin
use thermometer in inventory on liquid tin,True,22,122,Your task is to boil tin
examine liquid tin,True,22,123,Your task is to boil tin
use thermometer in inventory on liquid tin,True,22,124,Your task is to boil tin
examine liquid tin,True,22,125,Your task is to boil tin
use thermometer in inventory on liquid tin,True,22,126,Your task is to boil tin
examine liquid tin,True,22,127,Your task is to boil tin
use thermometer in inventory on liquid tin,True,22,128,Your task is to boil tin
examine liquid tin,True,22,129,Your task is to boil tin
use thermometer in inventory on liquid tin,True,22,130,Your task is to boil tin
examine liquid tin,True,22,131,Your task is to boil tin
use thermometer in inventory on liquid tin,True,22,132,Your task is to boil tin
examine liquid tin,True,22,133,Your task is to boil tin
use thermometer in inventory on liquid tin,True,22,134,Your task is to boil tin
examine liquid tin,True,22,135,Your task is to boil tin
use thermometer in inventory on liquid tin,True,22,136,Your task is to boil tin
examine liquid tin,True,22,137,Your task is to boil tin
use thermometer in inventory on liquid tin,True,22,138,Your task is to boil tin
examine liquid tin,True,22,139,Your task is to boil tin
use thermometer in inventory on liquid tin,True,22,140,Your task is to boil tin
examine liquid tin,True,22,141,Your task is to boil tin
use thermometer in inventory on liquid tin,True,22,142,Your task is to boil tin
examine liquid tin,True,22,143,Your task is to boil tin
use thermometer in inventory on liquid tin,True,22,144,Your task is to boil tin
examine liquid tin,True,22,145,Your task is to boil tin
use thermometer in inventory on liquid tin,True,22,146,Your task is to boil tin
examine liquid tin,True,22,147,Your task is to boil tin
use thermometer in inventory on liquid tin,True,22,148,Your task is to boil tin
examine liquid tin,True,22,149,Your task is to boil tin
use thermometer in inventory on liquid tin,True,22,150,Your task is to boil tin
examine liquid tin,True,22,151,Your task is to boil tin
use thermometer in inventory on liquid tin,True,22,152,Your task is to boil tin
examine liquid tin,True,22,153,Your task is to boil tin
use thermometer in inventory on liquid tin,True,22,154,Your task is to boil tin
examine liquid tin,True,22,155,Your task is to boil tin
use thermometer in inventory on liquid tin,True,22,156,Your task is to boil tin
examine liquid tin,True,22,157,Your task is to boil tin
use thermometer in inventory on liquid tin,True,22,158,Your task is to boil tin
examine liquid tin,True,22,159,Your task is to boil tin
use thermometer in inventory on liquid tin,True,22,160,Your task is to boil tin
examine liquid tin,True,22,161,Your task is to boil tin
open door to kitchen,True,23,0,Your task is to boil tin
go to kitchen,True,23,1,Your task is to boil tin
pick up thermometer,True,23,2,Your task is to boil tin
open cupboard,True,23,3,Your task is to boil tin
pick up metal pot,True,23,4,Your task is to boil tin
open drawer in counter,True,23,5,Your task is to boil tin
open glass jar,True,23,6,Your task is to boil tin
open drawer in cupboard,True,23,7,Your task is to boil tin
open freezer,True,23,8,Your task is to boil tin
open fridge,True,23,9,Your task is to boil tin
open oven,True,23,10,Your task is to boil tin
open door to bathroom,True,23,11,Your task is to boil tin
go to bathroom,True,23,12,Your task is to boil tin
open door to kitchen,True,23,13,Your task is to boil tin
go to kitchen,True,23,14,Your task is to boil tin
open door to outside,True,23,15,Your task is to boil tin
go to outside,True,23,16,Your task is to boil tin
open door to foundry,True,23,17,Your task is to boil tin
go to foundry,True,23,18,Your task is to boil tin
open door to outside,True,23,19,Your task is to boil tin
go to outside,True,23,20,Your task is to boil tin
open door to green house,True,23,21,Your task is to boil tin
go to green house,True,23,22,Your task is to boil tin
open door to hallway,True,23,23,Your task is to boil tin
go to hallway,True,23,24,Your task is to boil tin
open door to workshop,True,23,25,Your task is to boil tin
go to workshop,True,23,26,Your task is to boil tin
pick up substance in cup,False,23,27,Your task is to boil tin
open door to hallway,True,23,28,Your task is to boil tin
go to hallway,True,23,29,Your task is to boil tin
open door to kitchen,True,23,30,Your task is to boil tin
go to kitchen,True,23,31,Your task is to boil tin
focus on substance in inventory,True,23,32,Your task is to boil tin
move substance in inventory to metal pot,True,23,33,Your task is to boil tin
pick up metal pot,True,23,34,Your task is to boil tin
move metal pot to stove,True,23,35,Your task is to boil tin
activate stove,True,23,36,Your task is to boil tin
pick up metal pot,True,23,37,Your task is to boil tin
open door to outside,True,23,38,Your task is to boil tin
go to outside,True,23,39,Your task is to boil tin
open door to foundry,True,23,40,Your task is to boil tin
go to foundry,True,23,41,Your task is to boil tin
open blast furnace,True,23,42,Your task is to boil tin
move metal pot to blast furnace,True,23,43,Your task is to boil tin
activate blast furnace,True,23,44,Your task is to boil tin
examine substance in metal pot,True,23,45,Your task is to boil tin
use thermometer in inventory on substance in metal pot,True,23,46,Your task is to boil tin
examine substance in metal pot,True,23,47,Your task is to boil tin
use thermometer in inventory on substance in metal pot,True,23,48,Your task is to boil tin
examine liquid tin,True,23,49,Your task is to boil tin
use thermometer in inventory on liquid tin,True,23,50,Your task is to boil tin
examine liquid tin,True,23,51,Your task is to boil tin
use thermometer in inventory on liquid tin,True,23,52,Your task is to boil tin
examine liquid tin,True,23,53,Your task is to boil tin
use thermometer in inventory on liquid tin,True,23,54,Your task is to boil tin
examine liquid tin,True,23,55,Your task is to boil tin
use thermometer in inventory on liquid tin,True,23,56,Your task is to boil tin
examine liquid tin,True,23,57,Your task is to boil tin
use thermometer in inventory on liquid tin,True,23,58,Your task is to boil tin
examine liquid tin,True,23,59,Your task is to boil tin
use thermometer in inventory on liquid tin,True,23,60,Your task is to boil tin
examine liquid tin,True,23,61,Your task is to boil tin
use thermometer in inventory on liquid tin,True,23,62,Your task is to boil tin
examine liquid tin,True,23,63,Your task is to boil tin
use thermometer in inventory on liquid tin,True,23,64,Your task is to boil tin
examine liquid tin,True,23,65,Your task is to boil tin
use thermometer in inventory on liquid tin,True,23,66,Your task is to boil tin
examine liquid tin,True,23,67,Your task is to boil tin
use thermometer in inventory on liquid tin,True,23,68,Your task is to boil tin
examine liquid tin,True,23,69,Your task is to boil tin
use thermometer in inventory on liquid tin,True,23,70,Your task is to boil tin
examine liquid tin,True,23,71,Your task is to boil tin
use thermometer in inventory on liquid tin,True,23,72,Your task is to boil tin
examine liquid tin,True,23,73,Your task is to boil tin
use thermometer in inventory on liquid tin,True,23,74,Your task is to boil tin
examine liquid tin,True,23,75,Your task is to boil tin
use thermometer in inventory on liquid tin,True,23,76,Your task is to boil tin
examine liquid tin,True,23,77,Your task is to boil tin
use thermometer in inventory on liquid tin,True,23,78,Your task is to boil tin
examine liquid tin,True,23,79,Your task is to boil tin
use thermometer in inventory on liquid tin,True,23,80,Your task is to boil tin
examine liquid tin,True,23,81,Your task is to boil tin
use thermometer in inventory on liquid tin,True,23,82,Your task is to boil tin
examine liquid tin,True,23,83,Your task is to boil tin
use thermometer in inventory on liquid tin,True,23,84,Your task is to boil tin
examine liquid tin,True,23,85,Your task is to boil tin
use thermometer in inventory on liquid tin,True,23,86,Your task is to boil tin
examine liquid tin,True,23,87,Your task is to boil tin
use thermometer in inventory on liquid tin,True,23,88,Your task is to boil tin
examine liquid tin,True,23,89,Your task is to boil tin
use thermometer in inventory on liquid tin,True,23,90,Your task is to boil tin
examine liquid tin,True,23,91,Your task is to boil tin
use thermometer in inventory on liquid tin,True,23,92,Your task is to boil tin
examine liquid tin,True,23,93,Your task is to boil tin
use thermometer in inventory on liquid tin,True,23,94,Your task is to boil tin
examine liquid tin,True,23,95,Your task is to boil tin
use thermometer in inventory on liquid tin,True,23,96,Your task is to boil tin
examine liquid tin,True,23,97,Your task is to boil tin
use thermometer in inventory on liquid tin,True,23,98,Your task is to boil tin
examine liquid tin,True,23,99,Your task is to boil tin
use thermometer in inventory on liquid tin,True,23,100,Your task is to boil tin
open door to kitchen,True,24,0,Your task is to boil mercury
go to kitchen,True,24,1,Your task is to boil mercury
pick up thermometer,True,24,2,Your task is to boil mercury
open cupboard,True,24,3,Your task is to boil mercury
pick up metal pot,True,24,4,Your task is to boil mercury
open freezer,True,24,5,Your task is to boil mercury
open drawer in counter,True,24,6,Your task is to boil mercury
open drawer in cupboard,True,24,7,Your task is to boil mercury
open oven,True,24,8,Your task is to boil mercury
open fridge,True,24,9,Your task is to boil mercury
open glass jar,True,24,10,Your task is to boil mercury
open door to bathroom,True,24,11,Your task is to boil mercury
go to bathroom,True,24,12,Your task is to boil mercury
open door to kitchen,True,24,13,Your task is to boil mercury
go to kitchen,True,24,14,Your task is to boil mercury
open door to outside,True,24,15,Your task is to boil mercury
go to outside,True,24,16,Your task is to boil mercury
open door to foundry,True,24,17,Your task is to boil mercury
go to foundry,True,24,18,Your task is to boil mercury
open door to outside,True,24,19,Your task is to boil mercury
go to outside,True,24,20,Your task is to boil mercury
open door to green house,True,24,21,Your task is to boil mercury
go to green house,True,24,22,Your task is to boil mercury
open door to hallway,True,24,23,Your task is to boil mercury
go to hallway,True,24,24,Your task is to boil mercury
open door to workshop,True,24,25,Your task is to boil mercury
go to workshop,True,24,26,Your task is to boil mercury
pick up cup,True,24,27,Your task is to boil mercury
open door to hallway,True,24,28,Your task is to boil mercury
go to hallway,True,24,29,Your task is to boil mercury
open door to kitchen,True,24,30,Your task is to boil mercury
go to kitchen,True,24,31,Your task is to boil mercury
focus on mercury,True,24,32,Your task is to boil mercury
pour cup containing mercury into metal pot,True,24,33,Your task is to boil mercury
pick up metal pot,True,24,34,Your task is to boil mercury
move metal pot to stove,True,24,35,Your task is to boil mercury
activate stove,True,24,36,Your task is to boil mercury
examine mercury,True,24,37,Your task is to boil mercury
use thermometer in inventory on mercury,True,24,38,Your task is to boil mercury
examine mercury,True,24,39,Your task is to boil mercury
use thermometer in inventory on mercury,True,24,40,Your task is to boil mercury
examine mercury,True,24,41,Your task is to boil mercury
use thermometer in inventory on mercury,True,24,42,Your task is to boil mercury
examine mercury,True,24,43,Your task is to boil mercury
use thermometer in inventory on mercury,True,24,44,Your task is to boil mercury
examine mercury,True,24,45,Your task is to boil mercury
use thermometer in inventory on mercury,True,24,46,Your task is to boil mercury
examine mercury,True,24,47,Your task is to boil mercury
use thermometer in inventory on mercury,True,24,48,Your task is to boil mercury
examine mercury,True,24,49,Your task is to boil mercury
use thermometer in inventory on mercury,True,24,50,Your task is to boil mercury
examine mercury,True,24,51,Your task is to boil mercury
use thermometer in inventory on mercury,True,24,52,Your task is to boil mercury
examine mercury,True,24,53,Your task is to boil mercury
use thermometer in inventory on mercury,True,24,54,Your task is to boil mercury
examine mercury,True,24,55,Your task is to boil mercury
use thermometer in inventory on mercury,True,24,56,Your task is to boil mercury
examine mercury,True,24,57,Your task is to boil mercury
use thermometer in inventory on mercury,True,24,58,Your task is to boil mercury
examine mercury,True,24,59,Your task is to boil mercury
use thermometer in inventory on mercury,True,24,60,Your task is to boil mercury
examine mercury,True,24,61,Your task is to boil mercury
use thermometer in inventory on mercury,True,24,62,Your task is to boil mercury
examine mercury,True,24,63,Your task is to boil mercury
use thermometer in inventory on mercury,True,24,64,Your task is to boil mercury
examine mercury,True,24,65,Your task is to boil mercury
use thermometer in inventory on mercury,True,24,66,Your task is to boil mercury
examine mercury,True,24,67,Your task is to boil mercury
use thermometer in inventory on mercury,True,24,68,Your task is to boil mercury
examine mercury,True,24,69,Your task is to boil mercury
use thermometer in inventory on mercury,True,24,70,Your task is to boil mercury
examine mercury,True,24,71,Your task is to boil mercury
use thermometer in inventory on mercury,True,24,72,Your task is to boil mercury
examine mercury,True,24,73,Your task is to boil mercury
use thermometer in inventory on mercury,True,24,74,Your task is to boil mercury
examine mercury,True,24,75,Your task is to boil mercury
use thermometer in inventory on mercury,True,24,76,Your task is to boil mercury
examine mercury,True,24,77,Your task is to boil mercury
use thermometer in inventory on mercury,True,24,78,Your task is to boil mercury
examine mercury,True,24,79,Your task is to boil mercury
use thermometer in inventory on mercury,True,24,80,Your task is to boil mercury
examine mercury,True,24,81,Your task is to boil mercury
use thermometer in inventory on mercury,True,24,82,Your task is to boil mercury
examine mercury,True,24,83,Your task is to boil mercury
use thermometer in inventory on mercury,True,24,84,Your task is to boil mercury
examine mercury,True,24,85,Your task is to boil mercury
use thermometer in inventory on mercury,True,24,86,Your task is to boil mercury
examine mercury,True,24,87,Your task is to boil mercury
use thermometer in inventory on mercury,True,24,88,Your task is to boil mercury
examine mercury,True,24,89,Your task is to boil mercury
use thermometer in inventory on mercury,True,24,90,Your task is to boil mercury
examine mercury,True,24,91,Your task is to boil mercury
use thermometer in inventory on mercury,True,24,92,Your task is to boil mercury
examine mercury,True,24,93,Your task is to boil mercury
use thermometer in inventory on mercury,True,24,94,Your task is to boil mercury
examine mercury,True,24,95,Your task is to boil mercury
use thermometer in inventory on mercury,True,24,96,Your task is to boil mercury
pick up metal pot,True,24,97,Your task is to boil mercury
open door to outside,True,24,98,Your task is to boil mercury
go to outside,True,24,99,Your task is to boil mercury
open door to foundry,True,24,100,Your task is to boil mercury
go to foundry,True,24,101,Your task is to boil mercury
open blast furnace,True,24,102,Your task is to boil mercury
move metal pot to blast furnace,True,24,103,Your task is to boil mercury
activate blast furnace,True,24,104,Your task is to boil mercury
examine mercury,True,24,105,Your task is to boil mercury
use thermometer in inventory on mercury,True,24,106,Your task is to boil mercury
examine mercury,True,24,107,Your task is to boil mercury
open door to hallway,True,25,0,Your task is to boil mercury
go to hallway,True,25,1,Your task is to boil mercury
open door to kitchen,True,25,2,Your task is to boil mercury
go to kitchen,True,25,3,Your task is to boil mercury
pick up thermometer,True,25,4,Your task is to boil mercury
open cupboard,True,25,5,Your task is to boil mercury
pick up metal pot,True,25,6,Your task is to boil mercury
open oven,True,25,7,Your task is to boil mercury
open drawer in counter,True,25,8,Your task is to boil mercury
open glass jar,True,25,9,Your task is to boil mercury
open drawer in cupboard,True,25,10,Your task is to boil mercury
open freezer,True,25,11,Your task is to boil mercury
open fridge,True,25,12,Your task is to boil mercury
open door to bathroom,True,25,13,Your task is to boil mercury
go to bathroom,True,25,14,Your task is to boil mercury
open door to kitchen,True,25,15,Your task is to boil mercury
go to kitchen,True,25,16,Your task is to boil mercury
open door to outside,True,25,17,Your task is to boil mercury
go to outside,True,25,18,Your task is to boil mercury
open door to foundry,True,25,19,Your task is to boil mercury
go to foundry,True,25,20,Your task is to boil mercury
open door to outside,True,25,21,Your task is to boil mercury
go to outside,True,25,22,Your task is to boil mercury
open door to green house,True,25,23,Your task is to boil mercury
go to green house,True,25,24,Your task is to boil mercury
open door to hallway,True,25,25,Your task is to boil mercury
go to hallway,True,25,26,Your task is to boil mercury
open door to workshop,True,25,27,Your task is to boil mercury
go to workshop,True,25,28,Your task is to boil mercury
pick up cup,True,25,29,Your task is to boil mercury
open door to hallway,True,25,30,Your task is to boil mercury
go to hallway,True,25,31,Your task is to boil mercury
open door to kitchen,True,25,32,Your task is to boil mercury
go to kitchen,True,25,33,Your task is to boil mercury
focus on mercury,True,25,34,Your task is to boil mercury
pour cup containing mercury into metal pot,True,25,35,Your task is to boil mercury
pick up metal pot,True,25,36,Your task is to boil mercury
move metal pot to stove,True,25,37,Your task is to boil mercury
activate stove,True,25,38,Your task is to boil mercury
pick up metal pot,True,25,39,Your task is to boil mercury
open door to outside,True,25,40,Your task is to boil mercury
go to outside,True,25,41,Your task is to boil mercury
open door to foundry,True,25,42,Your task is to boil mercury
go to foundry,True,25,43,Your task is to boil mercury
open blast furnace,True,25,44,Your task is to boil mercury
move metal pot to blast furnace,True,25,45,Your task is to boil mercury
activate blast furnace,True,25,46,Your task is to boil mercury
examine mercury,True,25,47,Your task is to boil mercury
use thermometer in inventory on mercury,True,25,48,Your task is to boil mercury
examine mercury,True,25,49,Your task is to boil mercury
use thermometer in inventory on mercury,True,25,50,Your task is to boil mercury
examine mercury,True,25,51,Your task is to boil mercury
open door to outside,True,26,0,Your task is to boil gallium
go to outside,True,26,1,Your task is to boil gallium
open door to kitchen,True,26,2,Your task is to boil gallium
go to kitchen,True,26,3,Your task is to boil gallium
pick up thermometer,True,26,4,Your task is to boil gallium
open cupboard,True,26,5,Your task is to boil gallium
pick up metal pot,True,26,6,Your task is to boil gallium
open drawer in counter,True,26,7,Your task is to boil gallium
open fridge,True,26,8,Your task is to boil gallium
open freezer,True,26,9,Your task is to boil gallium
open drawer in cupboard,True,26,10,Your task is to boil gallium
open glass jar,True,26,11,Your task is to boil gallium
open oven,True,26,12,Your task is to boil gallium
open door to bathroom,True,26,13,Your task is to boil gallium
go to bathroom,True,26,14,Your task is to boil gallium
open door to kitchen,True,26,15,Your task is to boil gallium
go to kitchen,True,26,16,Your task is to boil gallium
open door to outside,True,26,17,Your task is to boil gallium
go to outside,True,26,18,Your task is to boil gallium
open door to foundry,True,26,19,Your task is to boil gallium
go to foundry,True,26,20,Your task is to boil gallium
open door to outside,True,26,21,Your task is to boil gallium
go to outside,True,26,22,Your task is to boil gallium
open door to green house,True,26,23,Your task is to boil gallium
go to green house,True,26,24,Your task is to boil gallium
open door to hallway,True,26,25,Your task is to boil gallium
go to hallway,True,26,26,Your task is to boil gallium
open door to workshop,True,26,27,Your task is to boil gallium
go to workshop,True,26,28,Your task is to boil gallium
pick up gallium,True,26,29,Your task is to boil gallium
open door to hallway,True,26,30,Your task is to boil gallium
go to hallway,True,26,31,Your task is to boil gallium
open door to kitchen,True,26,32,Your task is to boil gallium
go to kitchen,True,26,33,Your task is to boil gallium
focus on gallium,True,26,34,Your task is to boil gallium
move gallium to metal pot,True,26,35,Your task is to boil gallium
pick up metal pot,True,26,36,Your task is to boil gallium
move metal pot to stove,True,26,37,Your task is to boil gallium
activate stove,True,26,38,Your task is to boil gallium
examine gallium,False,26,39,Your task is to boil gallium
use thermometer in inventory on gallium,False,26,40,Your task is to boil gallium
examine gallium,False,26,41,Your task is to boil gallium
use thermometer in inventory on gallium,False,26,42,Your task is to boil gallium
examine liquid gallium,True,26,43,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,44,Your task is to boil gallium
examine liquid gallium,True,26,45,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,46,Your task is to boil gallium
examine liquid gallium,True,26,47,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,48,Your task is to boil gallium
examine liquid gallium,True,26,49,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,50,Your task is to boil gallium
examine liquid gallium,True,26,51,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,52,Your task is to boil gallium
examine liquid gallium,True,26,53,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,54,Your task is to boil gallium
examine liquid gallium,True,26,55,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,56,Your task is to boil gallium
examine liquid gallium,True,26,57,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,58,Your task is to boil gallium
examine liquid gallium,True,26,59,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,60,Your task is to boil gallium
examine liquid gallium,True,26,61,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,62,Your task is to boil gallium
examine liquid gallium,True,26,63,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,64,Your task is to boil gallium
examine liquid gallium,True,26,65,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,66,Your task is to boil gallium
examine liquid gallium,True,26,67,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,68,Your task is to boil gallium
examine liquid gallium,True,26,69,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,70,Your task is to boil gallium
examine liquid gallium,True,26,71,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,72,Your task is to boil gallium
examine liquid gallium,True,26,73,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,74,Your task is to boil gallium
examine liquid gallium,True,26,75,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,76,Your task is to boil gallium
examine liquid gallium,True,26,77,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,78,Your task is to boil gallium
examine liquid gallium,True,26,79,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,80,Your task is to boil gallium
examine liquid gallium,True,26,81,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,82,Your task is to boil gallium
examine liquid gallium,True,26,83,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,84,Your task is to boil gallium
examine liquid gallium,True,26,85,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,86,Your task is to boil gallium
examine liquid gallium,True,26,87,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,88,Your task is to boil gallium
examine liquid gallium,True,26,89,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,90,Your task is to boil gallium
examine liquid gallium,True,26,91,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,92,Your task is to boil gallium
examine liquid gallium,True,26,93,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,94,Your task is to boil gallium
examine liquid gallium,True,26,95,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,96,Your task is to boil gallium
examine liquid gallium,True,26,97,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,98,Your task is to boil gallium
pick up metal pot,True,26,99,Your task is to boil gallium
open door to outside,True,26,100,Your task is to boil gallium
go to outside,True,26,101,Your task is to boil gallium
open door to foundry,True,26,102,Your task is to boil gallium
go to foundry,True,26,103,Your task is to boil gallium
open blast furnace,True,26,104,Your task is to boil gallium
move metal pot to blast furnace,True,26,105,Your task is to boil gallium
activate blast furnace,True,26,106,Your task is to boil gallium
examine liquid gallium,True,26,107,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,108,Your task is to boil gallium
examine liquid gallium,True,26,109,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,110,Your task is to boil gallium
examine liquid gallium,True,26,111,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,112,Your task is to boil gallium
examine liquid gallium,True,26,113,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,114,Your task is to boil gallium
examine liquid gallium,True,26,115,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,116,Your task is to boil gallium
examine liquid gallium,True,26,117,Your task is to boil gallium
